"date","river","obs","mle","mu_l","sd_l","mle_rescaled","flow_cfs"
2019-06-12,"abernathy",-1.26461140817493,-1.26461140817493,4.14206345954052,1.11314506655646,15.4,15.4
2019-06-13,"abernathy",-1.2763547846315,-1.2763547846315,4.14206345954052,1.11314506655646,15.2,15.2
2019-06-14,"abernathy",-1.25879678912833,-1.25879678912833,4.14206345954052,1.11314506655646,15.5,15.5
2019-06-15,"abernathy",-1.27046390774297,-1.27046390774297,4.14206345954052,1.11314506655646,15.3,15.3
2019-06-16,"abernathy",-1.29426279635407,-1.29426279635407,4.14206345954052,1.11314506655646,14.9,14.9
2019-06-17,"abernathy",-1.30640292037989,-1.30640292037989,4.14206345954052,1.11314506655646,14.7,14.7
2019-06-18,"abernathy",-1.3249263705772,-1.3249263705772,4.14206345954052,1.11314506655646,14.4,14.4
2019-06-19,"abernathy",-1.35023383302128,-1.35023383302128,4.14206345954052,1.11314506655646,14,14
2019-06-20,"abernathy",-1.3249263705772,-1.3249263705772,4.14206345954052,1.11314506655646,14.4,14.4
2019-06-21,"abernathy",-1.34383981665926,-1.34383981665926,4.14206345954052,1.11314506655646,14.1,14.1
2019-06-22,"abernathy",-1.35023383302128,-1.35023383302128,4.14206345954052,1.11314506655646,14,14
2019-06-23,"abernathy",-1.36969355793224,-1.36969355793224,4.14206345954052,1.11314506655646,13.7,13.7
2019-06-24,"abernathy",-1.41680913787618,-1.41680913787618,4.14206345954052,1.11314506655646,13,13
2019-06-25,"abernathy",-1.43073740922353,-1.43073740922353,4.14206345954052,1.11314506655646,12.8,12.8
2019-06-26,"abernathy",-1.43073740922353,-1.43073740922353,4.14206345954052,1.11314506655646,12.8,12.8
2019-06-27,"abernathy",-1.2763547846315,-1.2763547846315,4.14206345954052,1.11314506655646,15.2,15.2
2019-06-28,"abernathy",-1.1145374513456,-1.1145374513456,4.14206345954052,1.11314506655646,18.2,18.2
2019-06-29,"abernathy",-1.3566736850172,-1.3566736850172,4.14206345954052,1.11314506655646,13.9,13.9
2019-06-30,"abernathy",-1.43778337088358,-1.43778337088358,4.14206345954052,1.11314506655646,12.7,12.7
2019-07-01,"abernathy",-1.48871594506453,-1.48871594506453,4.14206345954052,1.11314506655646,12,12
2019-07-02,"abernathy",-1.45204328150367,-1.45204328150367,4.14206345954052,1.11314506655646,12.5,12.5
2019-07-03,"abernathy",-1.4099251539501,-1.4099251539501,4.14206345954052,1.11314506655646,13.1,13.1
2019-07-04,"abernathy",-1.45204328150367,-1.45204328150367,4.14206345954052,1.11314506655646,12.5,12.5
2019-07-05,"abernathy",-1.49623360823525,-1.49623360823525,4.14206345954052,1.11314506655646,11.9,11.9
2019-07-06,"abernathy",-1.51146033727804,-1.51146033727804,4.14206345954052,1.11314506655646,11.7,11.7
2019-07-07,"abernathy",-1.51146033727804,-1.51146033727804,4.14206345954052,1.11314506655646,11.7,11.7
2019-07-08,"abernathy",-1.48871594506453,-1.48871594506453,4.14206345954052,1.11314506655646,12,12
2019-07-09,"abernathy",-1.45925902717653,-1.45925902717653,4.14206345954052,1.11314506655646,12.4,12.4
2019-07-10,"abernathy",-1.05717612989263,-1.05717612989263,4.14206345954052,1.11314506655646,19.4,19.4
2019-07-11,"abernathy",-1.21358697290627,-1.21358697290627,4.14206345954052,1.11314506655646,16.3,16.3
2019-07-12,"abernathy",-1.40309352021817,-1.40309352021817,4.14206345954052,1.11314506655646,13.2,13.2
2019-07-13,"abernathy",-1.48126066985914,-1.48126066985914,4.14206345954052,1.11314506655646,12.1,12.1
2019-07-14,"abernathy",-1.53479555852069,-1.53479555852069,4.14206345954052,1.11314506655646,11.4,11.4
2019-07-15,"abernathy",-1.39631344647744,-1.39631344647744,4.14206345954052,1.11314506655646,13.3,13.3
2019-07-16,"abernathy",-1.38958416028267,-1.38958416028267,4.14206345954052,1.11314506655646,13.4,13.4
2019-07-17,"abernathy",-1.34383981665926,-1.34383981665926,4.14206345954052,1.11314506655646,14.1,14.1
2019-07-18,"abernathy",-1.07589254658331,-1.07589254658331,4.14206345954052,1.11314506655646,19,19
2019-07-19,"abernathy",-1.36969355793224,-1.36969355793224,4.14206345954052,1.11314506655646,13.7,13.7
2019-07-20,"abernathy",-1.47386675563916,-1.47386675563916,4.14206345954052,1.11314506655646,12.2,12.2
2019-07-21,"abernathy",-1.55875312513387,-1.55875312513387,4.14206345954052,1.11314506655646,11.1,11.1
2019-07-22,"abernathy",-1.60015932508483,-1.60015932508483,4.14206345954052,1.11314506655646,10.6,10.6
2019-07-23,"abernathy",-1.6259512067946,-1.6259512067946,4.14206345954052,1.11314506655646,10.3,10.3
2019-07-24,"abernathy",-1.6259512067946,-1.6259512067946,4.14206345954052,1.11314506655646,10.3,10.3
2019-07-25,"abernathy",-1.66153429410736,-1.66153429410736,4.14206345954052,1.11314506655646,9.9,9.9
2019-07-26,"abernathy",-1.70809162919478,-1.70809162919478,4.14206345954052,1.11314506655646,9.4,9.4
2019-07-27,"abernathy",-1.68917818311272,-1.68917818311272,4.14206345954052,1.11314506655646,9.6,9.6
2019-07-28,"abernathy",-1.70809162919478,-1.70809162919478,4.14206345954052,1.11314506655646,9.4,9.4
2019-07-29,"abernathy",-1.72741184707752,-1.72741184707752,4.14206345954052,1.11314506655646,9.2,9.2
2019-07-30,"abernathy",-1.73723003777031,-1.73723003777031,4.14206345954052,1.11314506655646,9.1,9.1
2019-07-31,"abernathy",-1.75719431507108,-1.75719431507108,4.14206345954052,1.11314506655646,8.9,8.9
2019-08-01,"abernathy",-1.76734533275369,-1.76734533275369,4.14206345954052,1.11314506655646,8.8,8.8
2019-08-02,"abernathy",-1.51146033727804,-1.51146033727804,4.14206345954052,1.11314506655646,11.7,11.7
2019-08-03,"abernathy",-1.55069607106947,-1.55069607106947,4.14206345954052,1.11314506655646,11.2,11.2
2019-08-04,"abernathy",-1.73723003777031,-1.73723003777031,4.14206345954052,1.11314506655646,9.1,9.1
2019-08-05,"abernathy",-1.7879980930411,-1.7879980930411,4.14206345954052,1.11314506655646,8.59999999999999,8.6
2019-08-06,"abernathy",-1.7879980930411,-1.7879980930411,4.14206345954052,1.11314506655646,8.6,8.6
2019-08-07,"abernathy",-1.7879980930411,-1.7879980930411,4.14206345954052,1.11314506655646,8.6,8.6
2019-08-08,"abernathy",-1.75719431507108,-1.75719431507108,4.14206345954052,1.11314506655646,8.9,8.9
2019-08-09,"abernathy",-1.74715671895372,-1.74715671895372,4.14206345954052,1.11314506655646,9,9
2019-08-10,"abernathy",-1.72741184707752,-1.72741184707752,4.14206345954052,1.11314506655646,9.2,9.2
2019-08-11,"abernathy",-1.75719431507108,-1.75719431507108,4.14206345954052,1.11314506655646,8.9,8.9
2019-08-12,"abernathy",-1.7776123645782,-1.7776123645782,4.14206345954052,1.11314506655646,8.7,8.7
2019-08-13,"abernathy",-1.83078501311127,-1.83078501311127,4.14206345954052,1.11314506655646,8.2,8.2
2019-08-14,"abernathy",-1.86426797585981,-1.86426797585981,4.14206345954052,1.11314506655646,7.9,7.9
2019-08-15,"abernathy",-1.87571214981356,-1.87571214981356,4.14206345954052,1.11314506655646,7.8,7.8
2019-08-16,"abernathy",-1.86426797585981,-1.86426797585981,4.14206345954052,1.11314506655646,7.9,7.9
2019-08-17,"abernathy",-1.79850529476582,-1.79850529476582,4.14206345954052,1.11314506655646,8.5,8.5
2019-08-18,"abernathy",-1.79850529476582,-1.79850529476582,4.14206345954052,1.11314506655646,8.5,8.5
2019-08-19,"abernathy",-1.83078501311127,-1.83078501311127,4.14206345954052,1.11314506655646,8.2,8.2
2019-08-20,"abernathy",-1.85296775760005,-1.85296775760005,4.14206345954052,1.11314506655646,8,8
2019-08-21,"abernathy",-1.73723003777031,-1.73723003777031,4.14206345954052,1.11314506655646,9.1,9.1
2019-08-22,"abernathy",-1.59172400013758,-1.59172400013758,4.14206345954052,1.11314506655646,10.7,10.7
2019-08-23,"abernathy",-1.73723003777031,-1.73723003777031,4.14206345954052,1.11314506655646,9.1,9.1
2019-08-24,"abernathy",NA,-1.73969896538572,4.14206345954052,1.11314506655646,9.07502503593683,NA
2019-08-25,"abernathy",NA,-1.69269439608665,4.14206345954052,1.11314506655646,9.56249851012666,NA
2019-08-26,"abernathy",NA,-1.67390907007588,4.14206345954052,1.11314506655646,9.76456324077741,NA
2019-08-27,"abernathy",NA,-1.6594734840092,4.14206345954052,1.11314506655646,9.92273647642657,NA
2019-08-28,"abernathy",NA,-1.63527054626677,4.14206345954052,1.11314506655646,10.193702406424,NA
2019-08-29,"abernathy",NA,-1.57849464967535,4.14206345954052,1.11314506655646,10.8587361124998,NA
2019-08-30,"abernathy",NA,-1.48813300095671,4.14206345954052,1.11314506655646,12.0077893432767,NA
2019-08-31,"abernathy",NA,-1.43301239937127,4.14206345954052,1.11314506655646,12.7676263647414,NA
2019-09-01,"abernathy",NA,-1.38188342043449,4.14206345954052,1.11314506655646,13.5153590685773,NA
2019-09-02,"abernathy",NA,-1.31964258624436,4.14206345954052,1.11314506655646,14.4849448676381,NA
2019-09-03,"abernathy",NA,-1.28603304026521,4.14206345954052,1.11314506655646,15.0371247294326,NA
2019-09-04,"abernathy",NA,-1.22565089252532,4.14206345954052,1.11314506655646,16.0825722251004,NA
2019-09-05,"abernathy",NA,-1.18510000940001,4.14206345954052,1.11314506655646,16.8251574014731,NA
2019-09-06,"abernathy",NA,-1.14345333820425,4.14206345954052,1.11314506655646,17.6235137214393,NA
2019-09-07,"abernathy",NA,-1.05825337604939,4.14206345954052,1.11314506655646,19.376750796059,NA
2019-09-08,"abernathy",NA,-0.878365697521524,4.14206345954052,1.11314506655646,23.6725231951908,NA
2019-09-09,"abernathy",0.189365972294313,0.189365972294313,4.14206345954052,1.11314506655646,77.7,77.7
2019-09-10,"abernathy",-0.514336163596616,-0.514336163596616,4.14206345954052,1.11314506655646,35.5,35.5
2019-09-11,"abernathy",-0.964843268568201,-0.964843268568201,4.14206345954052,1.11314506655646,21.5,21.5
2019-09-12,"abernathy",NA,-1.17983852652927,4.14206345954052,1.11314506655646,16.9239880100848,NA
2019-09-13,"abernathy",NA,-1.07033949860339,4.14206345954052,1.11314506655646,19.1178093464676,NA
2019-09-14,"abernathy",NA,-1.1693147257186,4.14206345954052,1.11314506655646,17.1234101409701,NA
2019-09-15,"abernathy",-0.455567169713919,-0.455567169713919,4.14206345954052,1.11314506655646,37.9,37.9
2019-09-16,"abernathy",NA,-0.394494457338316,4.14206345954052,1.11314506655646,40.566146980373,NA
2019-09-17,"abernathy",-0.149241220537983,-0.149241220537983,4.14206345954052,1.11314506655646,53.3,53.3
2019-09-18,"abernathy",0.0331749902607976,0.0331749902607978,4.14206345954052,1.11314506655646,65.3,65.3
2019-09-19,"abernathy",-0.477157526771786,-0.477157526771786,4.14206345954052,1.11314506655646,37,37
2019-09-20,"abernathy",NA,-0.717954816065949,4.14206345954052,1.11314506655646,28.3003903552631,NA
